Region Name,Year,Month,Mean Max Temp,Mean Min Temp,Mean Temp,Total Rain,Total Snow,Total Precip,Tourism PC,Lightning Perc,Fire Area,Fire Area Perc
Alberni-Clayquot,2009,9,17.5,10.283333333333331,13.913333333333332,214.2,0.0,214.2,173.22313006719455,0.0,0.009,1.3658817905192627e-06
Alberni-Clayquot,2010,6,15.25,9.376666666666669,12.336666666666668,125.6,0.0,125.6,135.4058395540017,0.0,0.018,2.7317635810385254e-06
Alberni-Clayquot,2010,7,18.580645161290324,10.3,14.458064516129033,4.6,0.0,4.6,232.57425430722228,0.0,2.198,0.00033357868617348214
Alberni-Clayquot,2010,8,17.838709677419356,10.906451612903227,14.4,58.599999999999994,0.0,58.599999999999994,272.2605436391697,0.0,0.7,0.00010623525037372043
Alberni-Clayquot,2010,9,16.066666666666666,10.81111111111111,13.47037037037037,256.8,0.0,256.8,148.13064978424518,0.3333333333333333,0.11800000000000001,1.7908227920141445e-05
Alberni-Clayquot,2011,5,12.890322580645162,6.048387096774194,9.506451612903223,199.0,0.0,199.0,96.6701451475192,0.0,0.109,1.6542346129622182e-05
Alberni-Clayquot,2011,6,15.77,9.61,12.723333333333333,44.7,0.0,44.7,132.34038516269803,0.0,0.509,7.724820348603387e-05
Alberni-Clayquot,2011,8,18.606451612903225,11.709677419354838,15.183870967741933,60.99999999999999,0.0,60.99999999999999,277.51952692660404,0.0,3.23,0.0004901997981530242
Alberni-Clayquot,2012,5,14.403448275862068,5.906896551724138,10.175862068965518,120.6,0.0,120.6,98.04732222363567,0.0,0.109,1.6542346129622182e-05
Alberni-Clayquot,2012,7,17.506666666666668,11.19,14.383333333333333,43.6,0.0,43.6,234.83017427808167,0.0,0.009,1.3658817905192627e-06
Alberni-Clayquot,2012,8,19.967741935483872,11.45483870967742,15.735483870967746,13.800000000000002,0.0,13.800000000000002,301.6473731077471,0.6666666666666666,0.026999999999999996,4.097645371557788e-06
Alberni-Clayquot,2012,9,18.53,9.17,13.87666666666667,27.0,0.0,27.0,159.2036636560234,0.0,0.41000000000000003,6.222350379032196e-05
Alberni-Clayquot,2013,6,17.172,10.504,13.868,77.4,0.0,77.4,148.9069730333493,0.0,2.0,0.0003035292867820584
Alberni-Clayquot,2013,7,19.05483870967742,10.66774193548387,14.883870967741936,8.600000000000001,0.0,8.600000000000001,239.2851444072124,0.16666666666666666,1.436,0.0002179340279095179
Alberni-Clayquot,2013,8,18.596774193548388,12.32258064516129,15.493548387096777,176.0,0.0,176.0,277.00654220520187,0.25,0.44,6.677644309205285e-05
Alberni-Clayquot,2013,9,18.182142857142857,11.514285714285714,14.864285714285714,275.2,0.0,275.2,197.22355193872667,0.0,0.009,1.3658817905192627e-06
Alberni-Clayquot,2014,8,19.610714285714288,11.757142857142856,15.710714285714282,7.0,0.0,7.0,309.272132812748,0.7777777777777778,0.9840000000000001,0.00014933640909677276
Alberni-Clayquot,2014,9,18.9,11.254545454545454,15.1,108.0,0.0,108.0,205.0915785798178,0.0,0.1,1.517646433910292e-05
Alberni-Clayquot,2015,6,19.203333333333333,10.103333333333332,14.676666666666668,17.4,0.0,17.4,206.0926818511168,0.0,0.026999999999999996,4.097645371557788e-06
Alberni-Clayquot,2015,7,21.020689655172415,12.12758620689655,16.599999999999998,34.800000000000004,0.0,34.800000000000004,306.8078001449138,0.0,450.118,0.06831199775388327
Alberni-Clayquot,2015,8,20.165384615384617,11.7,15.965384615384616,182.8,0.0,182.8,323.75641873798946,0.7142857142857143,5.726999999999999,0.000869156112700424
Alberni-Clayquot,2016,4,13.672413793103448,6.896551724137931,10.313793103448276,166.39999999999998,0.0,166.39999999999998,118.09706693096292,0.0,0.009,1.3658817905192627e-06
Alberni-Clayquot,2016,5,16.8,7.283333333333334,12.066666666666668,31.399999999999995,0.0,31.399999999999995,165.79428252857187,0.0,0.027999999999999997,4.249410014948817e-06
Alberni-Clayquot,2016,7,18.306451612903224,11.854838709677418,15.10967741935484,73.6,0.0,73.6,336.9467587573946,0.6666666666666666,0.099,1.502469969571189e-05
Alberni-Clayquot,2016,8,20.258064516129032,11.629032258064518,15.96774193548387,153.6,0.0,153.6,347.01272958156534,0.3333333333333333,6.188,0.0009391196133036885
Alberni-Clayquot,2016,9,16.333333333333332,9.183333333333334,12.783333333333331,115.8,0.0,115.8,293.1830148356924,0.0,0.4,6.070585735641168e-05
Alberni-Clayquot,2017,6,17.1,9.366666666666667,13.253333333333334,105.8,0.0,105.8,225.57475674514257,0.0,0.229,3.475410333654569e-05
Alberni-Clayquot,2017,7,18.838709677419356,10.451612903225806,14.67741935483871,39.6,0.0,39.6,358.4210687866417,0.0,0.009,1.3658817905192627e-06
Alberni-Clayquot,2017,8,19.887096774193548,12.016129032258064,15.970967741935484,40.6,0.0,40.6,369.80877252217687,0.0,1.109,0.00016830698952065138
Alberni-Clayquot,2017,9,18.716666666666665,10.633333333333333,14.7,92.8,0.0,92.8,310.1077381135087,0.0,0.018,2.7317635810385254e-06
Alberni-Clayquot,2018,5,14.82258064516129,9.241935483870968,12.058064516129033,42.2,0.0,42.2,172.08441991630784,0.0,0.309,4.689527480782802e-05
Alberni-Clayquot,2018,7,19.17241379310345,11.620689655172416,15.427586206896551,34.8,0.0,34.8,383.6193826187155,0.0,1.009,0.00015313052518154844
Alberni-Clayquot,2018,8,19.193548387096776,11.774193548387096,15.512903225806452,8.6,0.0,8.6,400.75201649584574,0.0,34.109,0.005176540221424615
Alberni-Clayquot,2019,5,17.0,8.516129032258064,12.783870967741938,31.2,0.0,31.2,187.70139634801288,0.0,15.6,0.002367528436900055
Alberni-Clayquot,2019,6,16.875,9.107142857142858,13.017857142857144,61.0,0.0,61.0,423.4992242511039,0.6666666666666666,1.865,0.0002830410599242695
Alberni-Clayquot,2019,7,18.741935483870968,12.32258064516129,15.55483870967742,93.2,0.0,93.2,395.84079245733375,0.3333333333333333,0.108,1.6390581486231152e-05
Alberni-Clayquot,2019,8,19.741935483870968,13.064516129032258,16.429032258064517,121.59999999999998,0.0,121.59999999999998,416.7561761546724,0.0,3.118,0.000473202158093229
Alberni-Clayquot,2020,4,12.25,4.233333333333333,8.266666666666667,109.2,0.0,109.2,2.717391304347826,0.0,0.009,1.3658817905192627e-06
Alberni-Clayquot,2020,6,16.416666666666668,9.766666666666667,13.123333333333331,147.2,0.0,147.2,148.95439508506615,0.0,0.009,1.3658817905192627e-06
Alberni-Clayquot,2020,9,19.3,12.266666666666667,15.81,162.6,0.0,162.6,526.5831758034027,0.0,0.3,4.552939301730875e-05
Alberni-Clayquot,2021,4,12.733333333333333,3.7666666666666666,8.276666666666667,86.2,0.0,86.2,92.8850300099062,0.0,0.018,2.7317635810385254e-06
Alberni-Clayquot,2021,6,18.32758620689655,11.0,14.682758620689656,74.2,0.0,74.2,318.3963638482606,0.0,2.309,0.0003504245615898864
Alberni-Clayquot,2021,7,18.741935483870968,11.774193548387096,15.283870967741937,13.8,0.0,13.8,437.76586446011305,0.0,0.018,2.7317635810385254e-06
Alberni-Clayquot,2021,8,19.29032258064516,11.564516129032258,15.45483870967742,36.6,0.0,36.6,475.2636792727697,0.0,0.019,2.8835282244295544e-06
Bulkley-Nechako + Stikine,2001,4,10.825,-1.45,4.6875,9.9375,1.8875,11.825,11.01909202681699,0.0,65.10900000000001,0.00033906605577943615
Bulkley-Nechako + Stikine,2001,5,13.192857142857141,1.942857142857143,7.585714285714286,50.357142857142854,1.042857142857143,51.4,14.33641867910084,0.0,4.747,2.472079999362581e-05
Bulkley-Nechako + Stikine,2001,6,17.4,4.55,11.0,67.45,0.0,67.45,20.112742710000695,0.5,1.009,5.254537011495354e-06
Bulkley-Nechako + Stikine,2001,7,19.82857142857143,8.657142857142857,14.257142857142856,54.228571428571435,0.0,54.228571428571435,24.659568051592547,0.8571428571428571,0.436,2.270543247781937e-06
Bulkley-Nechako + Stikine,2001,8,20.825000000000003,8.375,14.575,65.5625,0.0,65.5625,26.21383997958568,0.875,3.09,1.6091694118454553e-05
Bulkley-Nechako + Stikine,2001,9,16.0,5.433333333333334,10.766666666666666,62.9,0.0,62.9,22.01498596515647,0.0,0.129,6.717891719354814e-07
Bulkley-Nechako + Stikine,2002,4,8.344444444444445,-2.8333333333333335,2.7777777777777777,29.422222222222224,26.01111111111111,53.62222222222222,11.166547873604182,0.0,26.3,0.0001369616683868462
Bulkley-Nechako + Stikine,2002,5,14.233333333333333,2.4952380952380957,8.414285714285715,40.19047619047619,10.057142857142857,48.53333333333334,13.637443573295318,0.0,18.445999999999998,9.606064391877432e-05
Bulkley-Nechako + Stikine,2002,6,20.291428571428572,6.202857142857143,13.251428571428571,56.074285714285715,0.0,56.074285714285715,20.71751009741031,0.7428571428571429,935.663,0.004872622263416034
Bulkley-Nechako + Stikine,2002,7,20.619999999999997,8.1,14.440000000000001,24.839999999999996,0.0,24.839999999999996,22.998336897125206,0.2,19.518,0.0001016432640142382
Bulkley-Nechako + Stikine,2002,8,21.658823529411762,7.464705882352941,14.541176470588237,19.788235294117644,0.0,19.788235294117644,24.257543359467807,0.23529411764705882,12.072000000000001,6.286696808996226e-05
Bulkley-Nechako + Stikine,2003,4,11.350000000000001,-0.3583333333333332,5.516666666666667,27.266666666666666,5.183333333333334,32.36666666666667,11.67390255668114,0.0,59.38,0.00030923132581030146
Bulkley-Nechako + Stikine,2003,5,14.863636363636363,1.6636363636363638,8.263636363636364,30.0,4.0181818181818185,33.92727272727273,15.12301013024602,0.045454545454545456,447.87899999999996,0.0023324051359479956
Bulkley-Nechako + Stikine,2003,6,20.514285714285712,7.035714285714286,13.778571428571428,51.1,0.0,51.1,20.911722141823443,0.42857142857142855,262.377,0.0013663723067047738
Bulkley-Nechako + Stikine,2003,7,22.321428571428573,8.210714285714285,15.278571428571428,47.68571428571429,0.0,47.68571428571429,23.75783888084901,0.75,23.541,0.00012259371237622612
Bulkley-Nechako + Stikine,2003,8,21.252380952380953,8.109523809523811,14.714285714285714,52.51428571428571,0.0,52.51428571428571,25.639170284611673,0.7619047619047619,132.856,0.0006918699397415528
Bulkley-Nechako + Stikine,2004,4,14.025,-0.2333333333333333,6.925,19.791666666666668,0.75,20.541666666666668,12.533093682446385,0.0,360.24899999999997,0.001876057189151823
Bulkley-Nechako + Stikine,2004,5,17.339999999999996,3.3,10.32,30.76,0.16,30.919999999999998,14.767676276991086,0.2,1.589,8.27498445120527e-06
Bulkley-Nechako + Stikine,2004,6,23.292999999999996,7.541,15.394,69.668,0.0,69.668,22.6130042991426,0.9,93137.879,0.48503115200958963
Bulkley-Nechako + Stikine,2004,7,22.7,9.652380952380952,16.25714285714286,53.599999999999994,0.0,53.599999999999994,23.438828301474334,0.8095238095238095,127.908,0.0006661023984800275
Bulkley-Nechako + Stikine,2004,8,23.0,9.535294117647059,16.311764705882354,79.67058823529412,0.0,79.67058823529412,24.77472006995215,0.8823529411764706,1588.574,0.008272765984637484
Bulkley-Nechako + Stikine,2004,9,13.7,3.6,8.7,92.8,0.0,92.8,26.329212309635423,0.0,51.009,0.0002656379369864881
Bulkley-Nechako + Stikine,2005,4,13.359090909090911,0.5,6.95,25.69090909090909,4.181818181818182,29.87272727272727,15.035734599500456,0.0,15.855,8.25675761320702e-05
Bulkley-Nechako + Stikine,2005,5,19.696428571428573,4.457142857142857,12.132142857142856,31.37142857142857,0.0,31.37142857142857,19.4871033954052,0.42857142857142855,13053.103,0.06797622678727555
Bulkley-Nechako + Stikine,2005,6,20.15555555555555,8.455555555555556,14.288888888888888,53.42222222222222,0.0,53.42222222222222,23.36968617849989,0.6666666666666666,25.314,0.00013182690773933935
Bulkley-Nechako + Stikine,2005,7,20.25,10.15,15.25,104.85,0.0,104.85,24.927665257066547,0.0,0.909,4.733770211545369e-06
Bulkley-Nechako + Stikine,2005,8,19.85,7.1,13.4,57.95,0.0,57.95,28.562949773722085,0.0,0.20900000000000002,1.08840261189547e-06
Bulkley-Nechako + Stikine,2005,9,15.2,3.2,9.2,32.6,0.0,32.6,28.884437520092984,0.0,0.1,5.207667999499857e-07
Bulkley-Nechako + Stikine,2006,4,12.083333333333334,-1.6666666666666667,5.25,9.066666666666666,4.7333333333333325,12.5,13.139816642102373,0.0,89.354,0.0004653259664273101
Bulkley-Nechako + Stikine,2006,5,17.247826086956522,3.2086956521739127,10.278260869565218,38.74782608695652,1.2434782608695654,39.99130434782609,19.260073443081613,0.08695652173913043,185.055,0.0009637050016474459
Bulkley-Nechako + Stikine,2006,6,22.154545454545453,7.881818181818182,15.045454545454545,41.345454545454544,0.0,41.345454545454544,25.979865604156775,0.5454545454545454,8550.854,0.04453000874419533
Bulkley-Nechako + Stikine,2006,7,23.397142857142857,9.914285714285715,16.695714285714285,56.49142857142857,0.0,56.49142857142857,28.502910244560464,0.8857142857142857,19800.98,0.10311692990473664
Bulkley-Nechako + Stikine,2006,8,21.17142857142857,6.757142857142857,13.992857142857142,18.207142857142856,0.0,18.207142857142856,29.92680672478829,0.2857142857142857,2.056,1.0706965406971705e-05
Bulkley-Nechako + Stikine,2006,9,17.654545454545453,4.872727272727273,11.263636363636364,49.01818181818182,0.0,49.01818181818182,29.851864804776298,0.0,8.727,4.544731863163524e-05
Bulkley-Nechako + Stikine,2007,5,15.837499999999999,2.525,9.2125,49.3,0.775,50.0,23.807152106783544,0.0,6.507000000000001,3.3886295672745565e-05
Bulkley-Nechako + Stikine,2007,6,19.641130268199234,7.020210727969349,13.370498084291187,43.56666666666666,0.0,54.76666666666667,28.14025301324833,0.5,9400.327000000001,0.04895378210273448
Bulkley-Nechako + Stikine,2007,7,23.75925925925926,9.99074074074074,16.837037037037035,40.770370370370365,0.0,40.770370370370365,31.701364677756747,0.9629629629629629,16.837,8.768150610757907e-05
Bulkley-Nechako + Stikine,2007,8,20.1,6.8,13.5,51.6,0.0,51.6,35.26247634226517,1.0,0.769,4.004696691615389e-06
Bulkley-Nechako + Stikine,2007,9,15.6,4.5,10.1,29.0,0.0,29.0,35.43679649367467,0.0,0.009,4.68690119954987e-08
Bulkley-Nechako + Stikine,2008,4,6.7,-2.7,2.0,11.4,6.8,18.2,18.300232776979843,0.0,0.627,3.265207835686409e-06
Bulkley-Nechako + Stikine,2008,5,16.523387096774194,4.218548387096774,10.393145161290322,36.7875,0.0,38.225,20.330840473478283,0.0,5353.769,0.02788065149801434
Bulkley-Nechako + Stikine,2008,6,18.650606060606062,5.407272727272727,12.086363636363636,33.800000000000004,0.0,36.945454545454545,28.527561784953697,0.09090909090909091,1.9180000000000001,9.988307223040724e-06
Bulkley-Nechako + Stikine,2008,7,20.686376811594204,8.371884057971014,14.552753623188405,54.439130434782605,0.0,54.439130434782605,30.954385617354266,1.0,85.02499999999999,0.0004427819716574752
Bulkley-Nechako + Stikine,2008,8,21.41238095238095,8.865714285714287,15.158412698412699,99.65714285714287,0.0,99.65714285714287,32.242088059036206,0.8571428571428571,231.32199999999997,0.0012046481769803054
Bulkley-Nechako + Stikine,2008,9,16.896551724137932,5.121551724137931,11.026724137931033,44.650000000000006,0.0,44.650000000000006,33.554554009212026,0.25,8.519,4.436412368773927e-05
Bulkley-Nechako + Stikine,2009,4,10.889655172413793,-0.09724137931034482,5.41655172413793,57.64,4.0,60.8,15.711347359551954,0.0,16.3,8.488498839184765e-05
Bulkley-Nechako + Stikine,2009,5,14.953183990442053,1.9260215053763439,8.442962962962962,49.92777777777778,1.9166666666666667,53.87222222222223,17.049537828662057,0.0,46.937,0.0002444323128925247
Bulkley-Nechako + Stikine,2009,6,20.71504105090312,6.870870279146141,13.813464696223317,28.19047619047619,0.0,44.19047619047619,25.94602631774589,0.8571428571428571,2795.5969999999998,0.014558541036397796
Bulkley-Nechako + Stikine,2009,7,25.475897275289697,10.0829752583777,17.825283432508613,25.720388349514565,0.0,26.594174757281557,28.572844645999055,0.9902912621359223,18295.276,0.09527572336721772
Bulkley-Nechako + Stikine,2009,8,22.65208085612366,8.705201181389283,15.740121207471905,21.165517241379312,0.0,28.40689655172414,33.00869823804921,0.8275862068965517,1599.563,0.008329993048283989
Bulkley-Nechako + Stikine,2009,9,17.433333333333334,6.1000000000000005,11.766666666666666,67.56666666666666,0.0,67.56666666666666,31.323569499169825,0.6666666666666666,3.518,1.8320576022240493e-05
Bulkley-Nechako + Stikine,2010,4,12.46449956839762,-0.8201008586615784,5.847243650901822,9.018181818181818,1.2000000000000002,36.7,7.164311389039342,0.045454545454545456,229.727,0.0011963419465211033
Bulkley-Nechako + Stikine,2010,5,15.527865783410139,1.9185901001112347,8.729190668202765,0.0,0.0,41.3375,10.266384361613078,0.125,1428.9360000000001,0.007441424280533326
Bulkley-Nechako + Stikine,2010,6,18.568333333333335,4.789166666666667,11.7075,0.0,0.0,35.875,12.235954502929737,0.5,36706.968,0.19115770261226522
Bulkley-Nechako + Stikine,2010,7,23.815122817401598,8.605948505474991,16.237052382361643,2.4146788990825687,0.0,10.767889908256882,13.073021812989316,0.8440366972477065,100692.914,0.5243752660141909
Bulkley-Nechako + Stikine,2010,8,22.3695311827957,8.252989247311827,15.334227956989247,4.92,0.0,28.134,18.39086119454429,0.78,3983.764,0.020746120300359546
Bulkley-Nechako + Stikine,2010,9,16.66172839506173,5.192222222222222,10.957407407407407,104.33333333333333,0.0,143.79999999999998,16.347432172928258,0.0,0.318,1.656038423840954e-06
Bulkley-Nechako + Stikine,2011,4,8.755,-2.6916666666666664,3.055,0.0,0.0,15.150000000000002,7.83849737484286,0.0,0.20900000000000002,1.08840261189547e-06
Bulkley-Nechako + Stikine,2011,5,14.944724355692095,2.780428459605323,8.858761734084315,6.222222222222222,0.0,34.67777777777778,9.835095762774532,0.3333333333333333,11003.868,0.05730449125432048
Bulkley-Nechako + Stikine,2011,6,18.106256410256407,6.417407407407407,12.299076923076923,0.0,0.0,32.2,13.335305282358451,0.4,2.337,1.2170320114831163e-05
Bulkley-Nechako + Stikine,2011,8,20.151724137931033,6.296551724137931,13.244827586206895,0.0,0.0,39.9,17.99403485419902,0.0,0.16,8.332268799199768e-07
Bulkley-Nechako + Stikine,2011,9,16.233333333333334,5.403703703703704,10.844444444444443,0.0,0.0,40.7,20.113880056200543,0.0,3.21,1.6716614278394536e-05
Bulkley-Nechako + Stikine,2012,4,10.119022988505748,-0.8566666666666667,4.639885057471265,0.0,0.0,43.35,9.74451561843049,0.0,28.16,0.00014664793086591592
Bulkley-Nechako + Stikine,2012,5,15.055641025641025,1.5512820512820513,8.325128205128205,0.0,0.0,21.93076923076923,13.429624316770957,0.0,10.322000000000001,5.375354909083751e-05
Bulkley-Nechako + Stikine,2012,6,17.568666666666665,6.626666666666667,12.123999999999999,0.0,0.0,90.16,16.19963890881211,0.2,128.93599999999998,0.0006714558811835133
Bulkley-Nechako + Stikine,2012,7,23.067114091783225,8.445516787360106,15.747908106512904,2.020408163265306,0.0,24.067346938775508,18.84599213513714,0.8979591836734694,7097.016,0.03695890311513847
Bulkley-Nechako + Stikine,2012,8,21.979970613771457,7.979971304670245,14.973405463167035,6.114492753623188,0.0,29.18550724637681,20.972967625454455,0.9130434782608695,15674.037,0.08162518090787672
Bulkley-Nechako + Stikine,2012,9,18.735897435897435,3.278974358974359,11.029230769230768,0.0,0.0,14.899999999999999,20.99769989859768,0.0,39.123000000000005,0.0002037395951444329
Bulkley-Nechako + Stikine,2013,4,9.174225897255454,-0.8051548205489093,4.201319493314567,9.62857142857143,0.0,36.5,10.656489306336894,0.0,13.427000000000001,6.992335822928458e-05
Bulkley-Nechako + Stikine,2013,5,17.685591397849464,3.9355431961438634,10.83548387096774,0.0,0.0,51.34666666666667,11.548660504076729,0.0,29.008000000000003,0.00015106403332949182
Bulkley-Nechako + Stikine,2013,6,20.256579091406678,7.690506045678459,13.913243021346469,11.200000000000001,0.0,39.857142857142854,19.65254888354688,0.5714285714285714,1.867,9.72271615506623e-06
Bulkley-Nechako + Stikine,2013,7,22.75221710189452,7.551849136526556,15.19812724014337,0.0,0.0,34.583333333333336,17.32299075611509,0.6666666666666666,119.73599999999999,0.0006235453355881147
Bulkley-Nechako + Stikine,2013,8,23.882125448028674,9.584408602150537,16.75736439665472,5.208888888888889,0.0,55.39111111111111,23.939927139352186,0.9333333333333333,442.58000000000004,0.002304809703218646
Bulkley-Nechako + Stikine,2013,9,20.16925925925926,5.7627920227920235,12.878156199677939,9.466666666666667,0.0,30.505555555555556,31.02773165472975,0.7777777777777778,3716.713,0.01935540735342511
Bulkley-Nechako + Stikine,2014,4,10.15547619047619,-0.862126436781609,4.6850000000000005,0.0,0.0,31.75,8.27101183695706,0.25,27.109,0.0001411746717984416
Bulkley-Nechako + Stikine,2014,5,17.38133333333333,3.189425287356322,10.388444444444445,0.0,0.0,28.64,11.16834233074142,0.13333333333333333,87.905,0.00045778005549603477
Bulkley-Nechako + Stikine,2014,6,19.805548059303682,5.4261174968071515,12.580974512743628,0.9666666666666667,0.0,24.650000000000002,24.614927442920116,0.3333333333333333,3779.1859999999997,0.01968074599635786
Bulkley-Nechako + Stikine,2014,7,25.098656245034167,9.12346503424858,17.149216276632156,1.571875,0.0,20.146875,17.284928928730622,0.75,136003.60499999998,0.7082616215751184
Bulkley-Nechako + Stikine,2014,8,23.577314710963208,8.24693503291946,15.905802820875124,1.6864864864864866,0.0,15.435135135135136,19.216482591253527,0.8648648648648649,5642.322,0.029383339722274023
Bulkley-Nechako + Stikine,2014,9,19.209064039408865,4.99688013136289,12.13175697865353,6.371428571428572,0.0,29.342857142857145,30.0133722945867,0.0,0.8360000000000001,4.35361044758188e-06
Bulkley-Nechako + Stikine,2015,4,10.516666666666666,-0.4466666666666666,5.048850574712644,0.0,0.0,31.41666666666666,8.698469667514082,0.0,9.118,4.748351681943969e-05
Bulkley-Nechako + Stikine,2015,5,20.150784547988852,3.365400238948626,11.784018319394663,0.45925925925925926,0.0,26.599999999999998,10.218832560689895,0.7037037037037037,77180.951,0.40193276869366634
Bulkley-Nechako + Stikine,2015,6,22.336191844553912,8.071349206349206,15.243390804597702,6.191666666666667,0.0,29.183333333333334,23.603010817008126,0.5,2087.675,0.010871918290855861
Bulkley-Nechako + Stikine,2015,7,23.30775847808106,9.761538461538462,16.56132340777502,4.676923076923076,0.0,33.815384615384616,16.948307661632022,0.6153846153846154,2.9130000000000003,1.516993688254308e-05
Bulkley-Nechako + Stikine,2015,8,21.194064516129032,6.854903225806451,14.046516129032259,0.0,0.0,41.9,17.52155924430487,0.3,2.4749999999999996,1.288897829876214e-05
Bulkley-Nechako + Stikine,2015,9,13.951724137931036,3.6,8.803448275862069,0.0,0.0,53.7,30.13309406310752,0.0,0.009,4.68690119954987e-08
